Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time
2015-02-08,Overhead Press,Shoulders,50.0,4,,,
2015-02-08,Dumbbell Shrug,Shoulders,50.0,8,,,
2015-02-08,Dumbbell Shrug,Shoulders,60.0,8,,,
2015-02-08,Dumbbell Shrug,Shoulders,70.0,8,,,
2015-02-08,Dumbbell Shrug,Shoulders,75.0,8,,,
2015-02-08,Extended Arm Raise + 90 Degree Arm Raise,Shoulders,15.0,12,,,
2015-02-08,Extended Arm Raise + 90 Degree Arm Raise,Shoulders,15.0,10,,,
2015-02-08,Extended Arm Raise + 90 Degree Arm Raise,Shoulders,15.0,8,,,
2015-02-08,Extended Arm Raise + 90 Degree Arm Raise,Shoulders,0.0,15,,,
2015-02-08,Extended Arm Raise + 90 Degree Arm Raise,Shoulders,0.0,15,,,
2015-02-08,Hanging Leg Raise,Abs,0.0,15,,,
2015-02-08,Hanging Leg Raise,Abs,0.0,15,,,
2015-02-08,Hanging Leg Raise,Abs,0.0,15,,,
2015-02-08,Barbell Twist,Abs,60.0,15,,,
2015-02-08,Barbell Twist,Abs,70.0,15,,,
2015-02-08,Barbell Twist,Abs,80.0,15,,,
2015-02-08,Decline Crunch,Abs,0.0,15,,,
2015-02-08,Decline Crunch,Abs,0.0,15,,,
2015-02-08,Decline Crunch,Abs,0.0,15,,,
2015-02-08,Bike Bike,Abs,0.0,15,,,
2015-02-08,Bike Bike,Abs,0.0,20,,,
2015-02-08,Bike Bike,Abs,0.0,20,,,
2015-09-08,Barbell Row,Back,0.0,5,,,
2015-09-08,Barbell Row,Back,50.0,10,,,
2015-09-08,Pull Up,Back,0.0,8,,,
2015-09-08,Pull Up,Back,0.0,7,,,
2015-09-08,Barbell Row,Back,90.0,9,,,
2015-09-08,Pull Up,Back,0.0,6,,,
2015-09-08,Barbell Row,Back,50.0,9,,,
2015-09-08,Barbell Row,Back,70.0,9,,,
2015-09-08,Barbell Row,Back,90.0,9,,,
2015-09-08,Deadlift,Back,90.0,5,,,
2015-09-08,Deadlift,Back,140.0,3,,,
2015-09-08,Deadlift,Back,140.0,3,,,
2015-09-08,Deadlift,Back,90.0,5,,,
2015-09-09,Flat Barbell Bench Press,Chest,0.0,5,,,
2015-09-09,Flat Barbell Bench Press,Chest,50.0,5,,,
2015-09-09,Flat Barbell Bench Press,Chest,70.0,5,,,
2015-09-09,Flat Barbell Bench Press,Chest,90.0,5,,,
2015-09-09,Flat Dumbbell Bench Press,Chest,80.0,5,,,
2015-09-09,Flat Barbell Bench Press,Chest,70.0,5,,,
2015-09-09,Flat Barbell Bench Press,Chest,100.0,5,,,
2015-09-09,Flat Barbell Bench Press,Chest,110.0,2,,,
2015-09-09,Barbell Curl,Biceps,40.0,10,,,
2015-09-09,Cable Crossover,Chest,10.0,10,,,
2015-09-09,Dumbbell Hammer Curl,Biceps,50.0,5,,,
2015-09-09,Barbell Curl,Biceps,60.0,5,,,
2015-09-09,Dumbbell Hammer Curl,Biceps,60.0,5,,,
2015-09-09,Incline Dumbbell Bench Press,Chest,90.0,5,,,
2015-09-09,Dumbbell Hammer Curl,Biceps,70.0,4,,,
2015-09-09,Barbell Curl,Biceps,75.0,3,,,
2015-09-09,Incline Dumbbell Bench Press,Chest,100.0,5,,,
2015-09-09,Cable Crossover,Chest,15.0,10,,,
2015-09-09,Barbell Curl,Biceps,70.0,3,,,
2015-09-09,Cable Crossover,Chest,20.0,10,,,
2015-09-09,Dumbbell Hammer Curl,Biceps,70.0,4,,,
2015-09-11,Barbell Front Squat,Legs,50.0,8,,,
2015-09-11,Close Grip Barbell Bench Press,Triceps,30.0,5,,,
2015-09-11,Barbell Front Squat,Legs,90.0,3,,,
2015-09-11,Barbell Front Squat,Legs,90.0,2,,,
2015-09-11,Barbell Front Squat,Legs,90.0,4,,,
2015-09-11,Close Grip Barbell Bench Press,Triceps,50.0,5,,,
2015-09-11,Close Grip Barbell Bench Press,Triceps,70.0,5,,,
2015-09-11,Close Grip Barbell Bench Press,Triceps,70.0,7,,,
2015-09-11,Dumbbell Lunge,Legs,60.0,5,,,
2015-09-11,Close Grip Barbell Bench Press,Triceps,70.0,6,,,
2015-09-11,Dumbbell Lunge,Legs,80.0,5,,,
2015-09-11,Dumbbell Lunge,Legs,100.0,3,,,
2015-09-11,Rope Push Down,Triceps,65.0,1,,,
2015-09-11,Rope Push Down,Triceps,50.0,10,,,
2015-09-11,Dumbbell Lunge,Legs,100.0,4,,,
2015-09-11,Rope Push Down,Triceps,57.5,10,,,
2015-09-11,Rope Push Down,Triceps,65.0,1,,,
2015-09-12,Overhead Press,Shoulders,0.0,5,,,
2015-09-12,Overhead Press,Shoulders,40.0,8,,,
2015-09-12,Hanging Leg Raise,Abs,0.0,15,,,
2015-09-12,Overhead Press,Shoulders,70.0,3,,,
2015-09-12,Overhead Press,Shoulders,50.0,5,,,
2015-09-12,Hanging Leg Raise,Abs,0.0,15,,,
2015-09-12,Overhead Press,Shoulders,60.0,3,,,
2015-09-12,Hanging Leg Raise,Abs,0.0,15,,,
2015-09-12,Overhead Press,Shoulders,60.0,2,,,
2015-09-12,Decline Crunch,Abs,25.0,15,,,
2015-09-12,Overhead Dumbbell Press,Shoulders,30.0,7,,,
2015-09-12,Decline Crunch,Abs,25.0,15,,,
2015-09-12,Overhead Dumbbell Press,Shoulders,40.0,6,,,
2015-09-12,Decline Crunch,Abs,25.0,12,,,
2015-09-12,Overhead Dumbbell Press,Shoulders,50.0,2,,,
2015-09-12,Side Dip,Abs,30.0,10,,,
2015-09-12,Dumbbell Shrug,Shoulders,70.0,8,,,
2015-09-12,Side Dip,Abs,40.0,10,,,
2015-09-12,Dumbbell Shrug,Shoulders,80.0,8,,,
2015-09-12,Dumbbell Shrug,Shoulders,70.0,8,,,
2015-09-12,Side Dip,Abs,50.0,10,,,
2015-09-12,Side Dip,Abs,60.0,10,,,
2015-09-12,Dumbbell Shrug,Shoulders,70.0,8,,,
2015-09-12,Dumbbell Shrug,Shoulders,70.0,8,,,
2015-09-12,Side Dip,Abs,60.0,10,,,
2015-09-14,Deadlift,Back,90.0,5,,,
2015-09-14,Deadlift,Back,50.0,5,,,
2015-09-14,Deadlift,Back,140.0,5,,,
2015-09-14,Deadlift,Back,140.0,6,,,
2015-09-14,Deadlift,Back,140.0,5,,,
2015-09-14,Deadlift,Back,160.0,3,,,
2015-09-14,Barbell Row,Back,0.0,5,,,
2015-09-14,Barbell Row,Back,50.0,10,,,
2015-09-14,Barbell Row,Back,90.0,8,,,
2015-09-14,Pull Up,Back,0.0,5,,,
2015-09-14,Barbell Row,Back,90.0,7,,,
2015-09-14,Barbell Row,Back,50.0,12,,,
2015-09-14,Pull Up,Back,0.0,7,,,
2015-09-14,Barbell Row,Back,50.0,12,,,
2015-09-14,Pull Up,Back,0.0,6,,,
2015-09-16,Flat Barbell Bench Press,Chest,0.0,10,,,
2015-09-16,Flat Barbell Bench Press,Chest,50.0,10,,,
2015-09-16,Flat Barbell Bench Press,Chest,100.0,5,,,
2015-09-16,Flat Barbell Bench Press,Chest,110.0,3,,,
2015-09-16,Flat Barbell Bench Press,Chest,115.0,3,,,
2015-09-16,Flat Barbell Bench Press,Chest,115.0,2,,,
2015-09-16,Flat Barbell Bench Press,Chest,90.0,8,,,
2015-09-16,Barbell Curl,Biceps,30.0,8,,,
2015-09-16,Incline Dumbbell Bench Press,Chest,80.0,5,,,
2015-09-16,Barbell Curl,Biceps,50.0,8,,,
2015-09-16,Incline Dumbbell Bench Press,Chest,100.0,5,,,
2015-09-16,Barbell Curl,Biceps,75.0,3,,,
2015-09-16,Barbell Curl,Biceps,75.0,3,,,
2015-09-16,Incline Dumbbell Bench Press,Chest,110.0,5,,,
2015-09-16,Barbell Curl,Biceps,75.0,2,,,
2015-09-16,Incline Dumbbell Bench Press,Chest,120.0,5,,,
2015-09-16,Barbell Curl,Biceps,60.0,5,,,
2015-09-16,Incline Dumbbell Bench Press,Chest,120.0,5,,,
2015-09-16,Cable Crossover,Chest,10.0,8,,,
2015-09-16,Dumbbell Hammer Curl,Biceps,60.0,6,,,
2015-09-16,Dumbbell Hammer Curl,Biceps,70.0,3,,,
2015-09-16,Cable Crossover,Chest,15.0,8,,,
2015-09-16,Cable Crossover,Chest,20.0,8,,,
2015-09-16,Dumbbell Hammer Curl,Biceps,70.0,4,,,
2015-09-16,Cable Crossover,Chest,25.0,8,,,
2015-09-16,Dumbbell Hammer Curl,Biceps,55.0,6,,,
2015-09-26,Overhead Press,Shoulders,0.0,10,,,
2015-09-26,Hanging Leg Raise,Abs,0.0,15,,,
2015-09-26,Overhead Press,Shoulders,40.0,6,,,
2015-09-26,Hanging Leg Raise,Abs,0.0,15,,,
2015-09-26,Overhead Press,Shoulders,70.0,3,,,
2015-09-26,Hanging Leg Raise,Abs,0.0,15,,,
2015-09-26,Overhead Press,Shoulders,60.0,4,,,
2015-09-26,Overhead Press,Shoulders,60.0,4,,,
2015-09-26,Overhead Press,Shoulders,50.0,5,,,
2015-09-26,Decline Crunch,Abs,0.0,20,,,
2015-09-26,Decline Crunch,Abs,0.0,20,,,
2015-09-26,Decline Crunch,Abs,0.0,15,,,
2015-09-26,Side Dip,Abs,20.0,10,,,
2015-09-26,Side Dip,Abs,35.0,10,,,
2015-09-26,Side Dip,Abs,50.0,10,,,
2015-09-26,Side Dip,Abs,65.0,8,,,
2015-09-26,Side Dip,Abs,60.0,10,,,
2015-09-27,Barbell Front Squat,Legs,50.0,5,,,
2015-09-27,Barbell Front Squat,Legs,0.0,5,,,
2015-09-27,Barbell Front Squat,Legs,50.0,5,,,
2015-09-27,Barbell Front Squat,Legs,90.0,4,,,
2015-09-27,Barbell Front Squat,Legs,70.0,5,,,
2015-09-27,Rope Push Down,Triceps,35.0,10,,,
2015-09-27,Dumbbell Lunge,Legs,60.0,5,,,
2015-09-27,Close Grip Barbell Bench Press,Triceps,50.0,6,,,
2015-09-27,Rope Push Down,Triceps,57.5,8,,,
2015-09-27,Dumbbell Lunge,Legs,100.0,2,,,
2015-09-27,Close Grip Barbell Bench Press,Triceps,70.0,8,,,
2015-09-28,Deadlift,Back,50.0,5,,,
2015-09-28,Deadlift,Back,90.0,5,,,
2015-09-28,Deadlift,Back,140.0,5,,,
2015-09-28,Deadlift,Back,190.0,1,,,
2015-09-28,Deadlift,Back,90.0,6,,,
2015-09-28,Barbell Row,Back,0.0,10,,,
2015-09-28,Pull Up,Back,0.0,9,,,
2015-09-28,Barbell Row,Back,50.0,10,,,
2015-09-28,Pull Up,Back,0.0,2,,,
2015-09-30,Flat Barbell Bench Press,Chest,0.0,8,,,
2015-09-30,Flat Barbell Bench Press,Chest,50.0,10,,,
2015-09-30,Flat Barbell Bench Press,Chest,90.0,7,,,
2015-09-30,Flat Barbell Bench Press,Chest,110.0,4,,,
2015-09-30,Flat Barbell Bench Press,Chest,115.0,2,,,
2015-09-30,Flat Barbell Bench Press,Chest,115.0,3,,,
2015-09-30,Cable Crossover,Chest,10.0,8,,,
2015-09-30,Cable Crossover,Chest,20.0,10,,,
2015-09-30,Barbell Curl,Biceps,30.0,5,,,
2015-09-30,Cable Crossover,Chest,25.0,8,,,
2015-09-30,Barbell Curl,Biceps,50.0,8,,,
2015-09-30,Barbell Curl,Biceps,70.0,6,,,
2015-09-30,Barbell Curl,Biceps,70.0,4,,,
2015-10-03,Barbell Squat,Legs,50.0,5,,,
2015-10-03,Barbell Squat,Legs,0.0,5,,,
2015-10-03,Close Grip Barbell Bench Press,Triceps,0.0,9,,,
2015-10-03,Barbell Squat,Legs,90.0,5,,,
2015-10-03,Barbell Squat,Legs,140.0,4,,,
2015-10-03,Close Grip Barbell Bench Press,Triceps,50.0,10,,,
2015-10-03,Barbell Squat,Legs,180.0,3,,,
2015-10-03,Barbell Squat,Legs,180.0,2,,,
2015-10-03,Close Grip Barbell Bench Press,Triceps,50.0,6,,,
2015-10-03,Dumbbell Lunge,Legs,40.0,5,,,
2015-10-03,Rope Push Down,Triceps,35.0,5,,,
2015-10-03,Dumbbell Lunge,Legs,60.0,5,,,
2015-10-03,Rope Push Down,Triceps,42.5,8,,,
2015-10-03,Dumbbell Lunge,Legs,80.0,3,,,
2015-10-03,Rope Push Down,Triceps,57.5,8,,,
2015-10-04,Overhead Press,Shoulders,0.0,10,,,
2015-10-04,Hanging Leg Raise,Abs,0.0,15,,,
2015-10-04,Overhead Press,Shoulders,50.0,7,,,
2015-10-04,Hanging Leg Raise,Abs,0.0,15,,,
2015-10-04,Overhead Press,Shoulders,70.0,4,,,
2015-10-04,Hanging Leg Raise,Abs,0.0,15,,,
2015-10-04,Overhead Press,Shoulders,50.0,7,,,
2015-10-04,Decline Crunch,Abs,0.0,20,,,
2015-10-04,Decline Crunch,Abs,0.0,20,,,
2015-10-04,Overhead Dumbbell Press,Shoulders,20.0,6,,,
2015-10-04,Decline Crunch,Abs,0.0,20,,,
2015-10-04,Overhead Dumbbell Press,Shoulders,30.0,6,,,
2015-10-04,Side Dip,Abs,30.0,10,,,
2015-10-04,Overhead Dumbbell Press,Shoulders,40.0,6,,,
2015-10-04,Side Dip,Abs,40.0,10,,,
2015-10-04,Overhead Dumbbell Press,Shoulders,45.0,5,,,
2015-10-04,Side Dip,Abs,50.0,10,,,
2015-10-04,Side Dip,Abs,60.0,10,,,
2015-10-05,Deadlift,Back,50.0,5,,,
2015-10-05,Deadlift,Back,90.0,5,,,
2015-10-05,Deadlift,Back,140.0,5,,,
2015-10-05,Deadlift,Back,180.0,4,,,
2015-10-05,Deadlift,Back,180.0,1,,,
2015-10-05,Barbell Row,Back,0.0,5,,,
2015-10-05,Barbell Row,Back,50.0,10,,,
2015-10-05,Barbell Row,Back,90.0,10,,,
2015-10-05,Barbell Row,Back,110.0,5,,,
2015-10-26,Deadlift,Back,90.0,5,,,
2015-10-26,Deadlift,Back,140.0,5,,,
2015-10-26,Deadlift,Back,180.0,4,,,
2015-10-26,Deadlift,Back,180.0,1,,,
2015-10-26,Barbell Row,Back,0.0,10,,,
2015-10-26,Barbell Row,Back,50.0,10,,,
2015-10-26,Pull Up,Back,0.0,8,,,
2015-10-26,Barbell Row,Back,70.0,10,,,
2015-10-26,Pull Up,Back,0.0,7,,,
2015-10-26,Barbell Row,Back,70.0,8,,,
2015-10-26,Pull Up,Back,0.0,4,,,
2015-10-26,Barbell Row,Back,50.0,10,,,
2015-10-28,Flat Barbell Bench Press,Chest,50.0,10,,,
2015-10-28,Flat Barbell Bench Press,Chest,90.0,10,,,
2015-10-28,Flat Barbell Bench Press,Chest,110.0,3,,,
2015-10-28,Flat Barbell Bench Press,Chest,115.0,2,,,
2015-10-28,Flat Barbell Bench Press,Chest,115.0,2,,,
2015-10-28,Cable Crossover,Chest,15.0,10,,,
2015-10-28,Barbell Curl,Biceps,40.0,10,,,
2015-10-28,Cable Crossover,Chest,20.0,10,,,
2015-10-28,Barbell Curl,Biceps,60.0,6,,,
2015-10-28,Cable Crossover,Chest,25.0,10,,,
2015-10-28,Barbell Curl,Biceps,70.0,5,,,
2015-10-28,Cable Crossover,Chest,30.0,9,,,
2015-10-28,Barbell Curl,Biceps,75.0,2,,,
2015-10-28,Cable Crossover,Chest,30.0,9,,,
2015-10-28,Barbell Curl,Biceps,70.0,4,,,
2015-10-29,Barbell Squat,Legs,50.0,5,,,
2015-10-29,Barbell Squat,Legs,90.0,5,,,
2015-10-29,Barbell Squat,Legs,140.0,5,,,
2015-10-29,Close Grip Barbell Bench Press,Triceps,50.0,10,,,
2015-10-29,Barbell Squat,Legs,180.0,1,,,
2015-10-29,Barbell Squat,Legs,90.0,7,,,
2015-10-29,Dumbbell Lunge,Legs,50.0,5,,,
2015-10-29,Close Grip Barbell Bench Press,Triceps,90.0,4,,,
2015-10-29,Dumbbell Lunge,Legs,70.0,5,,,
2015-10-29,Close Grip Barbell Bench Press,Triceps,90.0,5,,,
2015-10-29,Dumbbell Lunge,Legs,80.0,5,,,
2015-10-29,Close Grip Barbell Bench Press,Triceps,90.0,6,,,
2015-10-29,Dumbbell Lunge,Legs,90.0,2,,,
2015-10-29,Close Grip Barbell Bench Press,Triceps,90.0,4,,,
2015-11-09,Deadlift,Back,90.0,5,,,
2015-11-09,Deadlift,Back,140.0,5,,,
2015-11-09,Deadlift,Back,180.0,3,,,
2015-11-09,Deadlift,Back,180.0,3,,,
2015-11-09,Deadlift,Back,140.0,5,,,
2015-11-09,Barbell Row,Back,0.0,10,,,
2015-11-09,Pull Up,Back,0.0,8,,,
2015-11-09,Sumo Deadlift,Legs,90.0,5,,,
2015-11-09,Barbell Row,Back,50.0,10,,,
2015-11-09,Pull Up,Back,0.0,6,,,
2015-11-09,Sumo Deadlift,Legs,140.0,3,,,
2015-11-09,Barbell Row,Back,70.0,10,,,
2015-11-09,Sumo Deadlift,Legs,140.0,5,,,
2015-11-09,Barbell Row,Back,80.0,10,,,
2015-11-09,Pull Up,Back,0.0,5,,,
2015-11-11,Barbell Curl,Biceps,30.0,10,,,
2015-11-11,Barbell Curl,Biceps,50.0,7,,,
2015-11-11,Barbell Curl,Biceps,60.0,6,,,
2015-11-11,Flat Dumbbell Bench Press,Chest,80.0,7,,,
2015-11-11,Barbell Curl,Biceps,70.0,6,,,
2015-11-11,Flat Barbell Bench Press,Chest,110.0,4,,,
2015-11-11,Flat Barbell Bench Press,Chest,110.0,3,,,
2015-11-11,Flat Barbell Bench Press,Chest,110.0,2,,,
2015-11-11,Flat Barbell Bench Press,Chest,50.0,10,,,
2015-11-11,Flat Barbell Bench Press,Chest,90.0,5,,,
2015-11-11,Flat Barbell Bench Press,Chest,90.0,4,,,
2015-11-11,Cable Crossover,Chest,15.0,10,,,
2015-11-11,Barbell Curl,Biceps,75.0,1,,,
2015-11-11,Flat Dumbbell Bench Press,Chest,120.0,6,,,
2015-11-11,Cable Crossover,Chest,25.0,10,,,
2015-11-11,Dumbbell Hammer Curl,Biceps,70.0,7,,,
2015-11-11,Cable Crossover,Chest,30.0,7,,,
2015-11-11,Dumbbell Hammer Curl,Biceps,70.0,4,,,
2015-11-11,Flat Dumbbell Bench Press,Chest,140.0,2,,,
2015-11-11,Flat Dumbbell Bench Press,Chest,140.0,1,,,
2015-11-11,Cable Crossover,Chest,30.0,4,,,
2015-11-11,Dumbbell Hammer Curl,Biceps,70.0,3,,,
2015-11-13,Barbell Squat,Legs,50.0,5,,,
2015-11-13,Barbell Squat,Legs,0.0,5,,,
2015-11-13,Barbell Squat,Legs,90.0,5,,,
2015-11-13,Rope Push Down,Triceps,35.0,10,,,
2015-11-13,Barbell Squat,Legs,140.0,3,,,
2015-11-13,Barbell Squat,Legs,140.0,3,,,
2015-11-13,Rope Push Down,Triceps,50.0,10,,,
2015-11-13,EZ-Bar Skullcrusher,Triceps,35.0,10,,,
2015-11-13,Barbell Squat,Legs,140.0,3,,,
2015-11-13,EZ-Bar Skullcrusher,Triceps,55.0,10,,,
2015-11-13,Rope Push Down,Triceps,65.0,6,,,
2015-11-13,Barbell Squat,Legs,90.0,5,,,
2015-11-13,EZ-Bar Skullcrusher,Triceps,65.0,7,,,
2015-11-13,Rope Push Down,Triceps,72.5,4,,,
2015-11-13,EZ-Bar Skullcrusher,Triceps,75.0,5,,,
2015-11-15,Overhead Press,Shoulders,0.0,8,,,
2015-11-15,Hanging Leg Raise,Abs,0.0,15,,,
2015-11-15,Overhead Press,Shoulders,40.0,6,,,
2015-11-15,Overhead Press,Shoulders,50.0,5,,,
2015-11-15,Overhead Press,Shoulders,60.0,5,,,
2015-11-15,Hanging Leg Raise,Abs,0.0,15,,,
2015-11-15,Hanging Leg Raise,Abs,0.0,15,,,
2015-11-15,Overhead Press,Shoulders,65.0,3,,,
2015-11-15,Overhead Press,Shoulders,65.0,1,,,
2015-11-15,Overhead Press,Shoulders,50.0,4,,,
2015-11-15,Decline Crunch,Abs,25.0,15,,,
2015-11-15,Overhead Dumbbell Press,Shoulders,30.0,5,,,
2015-11-15,Decline Crunch,Abs,25.0,15,,,
2015-11-15,Overhead Dumbbell Press,Shoulders,40.0,5,,,
2015-11-15,Decline Crunch,Abs,25.0,15,,,
2015-11-15,Overhead Dumbbell Press,Shoulders,45.0,5,,,
2015-11-15,Side Dip,Abs,40.0,10,,,
2015-11-15,Side Dip,Abs,50.0,10,,,
2015-11-15,Overhead Dumbbell Press,Shoulders,45.0,3,,,
2015-11-16,Deadlift,Back,90.0,10,,,
2015-11-16,Deadlift,Back,50.0,10,,,
2015-11-16,Deadlift,Back,140.0,5,,,
2015-11-16,Deadlift,Back,180.0,4,,,
2015-11-16,Deadlift,Back,200.0,3,,,
2015-11-16,Barbell Row,Back,0.0,10,,,
2015-11-16,Deadlift,Back,180.0,3,,,
2015-11-16,Barbell Row,Back,40.0,10,,,
2015-11-16,Pull Up,Back,0.0,6,,,
2015-11-16,Barbell Row,Back,70.0,10,,,
2015-11-16,Barbell Row,Back,80.0,10,,,
2015-11-16,Pull Up,Back,0.0,5,,,
2015-11-16,Barbell Row,Back,50.0,10,,,
2015-11-16,Pull Up,Back,0.0,5,,,
2015-11-18,Flat Barbell Bench Press,Chest,50.0,10,,,
2015-11-18,Barbell Curl,Biceps,30.0,10,,,
2015-11-18,Flat Barbell Bench Press,Chest,90.0,10,,,
2015-11-18,Barbell Curl,Biceps,50.0,8,,,
2015-11-18,Flat Barbell Bench Press,Chest,110.0,4,,,
2015-11-18,Barbell Curl,Biceps,60.0,8,,,
2015-11-18,Flat Barbell Bench Press,Chest,110.0,5,,,
2015-11-18,Barbell Curl,Biceps,70.0,5,,,
2015-11-18,Flat Barbell Bench Press,Chest,110.0,2,,,
2015-11-18,Barbell Curl,Biceps,75.0,2,,,
2015-11-18,Cable Crossover,Chest,20.0,10,,,
2015-11-18,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2015-11-18,Cable Crossover,Chest,25.0,9,,,
2015-11-18,Dumbbell Hammer Curl,Biceps,65.0,5,,,
2015-11-18,Cable Crossover,Chest,30.0,5,,,
2015-11-18,Dumbbell Hammer Curl,Biceps,60.0,5,,,
2015-11-18,Cable Crossover,Chest,30.0,6,,,
2015-11-18,Dumbbell Hammer Curl,Biceps,50.0,7,,,
2015-11-18,Dumbbell Hammer Curl,Biceps,45.0,6,,,
2015-11-18,Cable Crossover,Chest,30.0,5,,,
2015-11-24,Deadlift,Back,90.0,5,,,
2015-11-24,Deadlift,Back,50.0,5,,,
2015-11-24,Deadlift,Back,140.0,5,,,
2015-11-24,Barbell Row,Back,0.0,10,,,
2015-11-24,Deadlift,Back,180.0,5,,,
2015-11-24,Deadlift,Back,200.0,3,,,
2015-11-24,Barbell Row,Back,70.0,10,,,
2015-11-24,Barbell Row,Back,50.0,10,,,
2015-11-24,Deadlift,Back,140.0,5,,,
2015-11-24,Barbell Row,Back,90.0,10,,,
2015-11-24,Sumo Deadlift,Legs,140.0,5,,,
2015-11-24,Sumo Deadlift,Legs,140.0,5,,,
2015-11-24,Barbell Row,Back,100.0,5,,,
2015-11-24,Pull Up,Back,0.0,7,,,
2015-11-24,Pull Up,Back,0.0,6,,,
2015-11-24,Pull Up,Back,0.0,5,,,
2015-11-25,Barbell Curl,Biceps,30.0,10,,,
2015-11-25,Barbell Curl,Biceps,50.0,8,,,
2015-11-25,Barbell Curl,Biceps,60.0,6,,,
2015-11-25,Flat Barbell Bench Press,Chest,0.0,10,,,
2015-11-25,Flat Barbell Bench Press,Chest,50.0,10,,,
2015-11-25,Barbell Curl,Biceps,70.0,4,,,
2015-11-25,Flat Barbell Bench Press,Chest,90.0,7,,,
2015-11-25,Barbell Curl,Biceps,75.0,3,,,
2015-11-25,Flat Barbell Bench Press,Chest,110.0,3,,,
2015-11-25,Flat Barbell Bench Press,Chest,110.0,4,,,
2015-11-25,Flat Barbell Bench Press,Chest,100.0,7,,,
2015-11-25,Dumbbell Hammer Curl,Biceps,70.0,6,,,
2015-11-25,Flat Barbell Bench Press,Chest,100.0,4,,,
2015-11-25,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2015-11-25,Cable Crossover,Chest,15.0,10,,,
2015-11-25,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2015-11-25,Cable Crossover,Chest,20.0,10,,,
2015-11-25,Dumbbell Hammer Curl,Biceps,70.0,3,,,
2015-11-25,Cable Crossover,Chest,25.0,7,,,
2015-11-25,Dumbbell Hammer Curl,Biceps,50.0,7,,,
2015-11-29,Overhead Press,Shoulders,0.0,8,,,
2015-11-29,Overhead Press,Shoulders,40.0,8,,,
2015-11-29,Hanging Leg Raise,Abs,0.0,15,,,
