Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time
2016-01-12,Deadlift,Back,90.0,5,,,
2016-01-12,Deadlift,Back,140.0,5,,,
2016-01-12,Deadlift,Back,180.0,4,,,
2016-01-12,Deadlift,Back,230.0,1,,,
2016-01-12,Barbell Row,Back,40.0,10,,,
2016-01-12,Deadlift,Back,180.0,4,,,
2016-01-12,Barbell Row,Back,60.0,10,,,
2016-01-12,Barbell Row,Back,80.0,10,,,
2016-01-12,Barbell Row,Back,100.0,10,,,
2016-01-12,Pull Up,Back,0.0,8,,,
2016-01-12,Barbell Row,Back,110.0,9,,,
2016-01-12,Pull Up,Back,0.0,7,,,
2016-01-12,Pull Up,Back,0.0,5,,,
2016-01-13,Flat Barbell Bench Press,Chest,0.0,10,,,
2016-01-13,Flat Barbell Bench Press,Chest,50.0,8,,,
2016-01-13,Barbell Curl,Biceps,30.0,5,,,
2016-01-13,Flat Barbell Bench Press,Chest,90.0,5,,,
2016-01-13,Barbell Curl,Biceps,50.0,8,,,
2016-01-13,Flat Barbell Bench Press,Chest,90.0,5,,,
2016-01-13,Barbell Curl,Biceps,60.0,5,,,
2016-01-13,Barbell Curl,Biceps,70.0,5,,,
2016-01-13,Flat Barbell Bench Press,Chest,110.0,4,,,
2016-01-13,Flat Barbell Bench Press,Chest,120.0,2,,,
2016-01-13,Barbell Curl,Biceps,75.0,2,,,
2016-01-13,Barbell Curl,Biceps,75.0,3,,,
2016-01-13,Flat Barbell Bench Press,Chest,120.0,2,,,
2016-01-13,Flat Barbell Bench Press,Chest,90.0,5,,,
2016-01-13,Cable Crossover,Chest,30.0,10,,,
2016-01-13,Dumbbell Hammer Curl,Biceps,80.0,2,,,
2016-01-13,Dumbbell Hammer Curl,Biceps,80.0,2,,,
2016-01-13,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2016-01-13,Dumbbell Hammer Curl,Biceps,70.0,4,,,
2016-01-13,Cable Crossover,Chest,40.0,10,,,
2016-01-13,Cable Crossover,Chest,50.0,10,,,
2016-01-13,Cable Crossover,Chest,60.0,10,,,
2016-01-13,Cable Crossover,Chest,70.0,3,,,
2016-01-13,Cable Crossover,Chest,70.0,2,,,
2016-01-15,Barbell Squat,Legs,0.0,5,,,
2016-01-15,Barbell Squat,Legs,50.0,5,,,
2016-01-15,Barbell Squat,Legs,90.0,5,,,
2016-01-15,Barbell Squat,Legs,140.0,4,,,
2016-01-15,Barbell Squat,Legs,140.0,3,,,
2016-01-15,Barbell Squat,Legs,140.0,2,,,
2016-01-15,Barbell Squat,Legs,90.0,5,,,
2016-01-15,Close Grip Barbell Bench Press,Triceps,0.0,10,,,
2016-01-15,Close Grip Barbell Bench Press,Triceps,50.0,10,,,
2016-01-15,Close Grip Barbell Bench Press,Triceps,70.0,7,,,
2016-01-15,Close Grip Barbell Bench Press,Triceps,90.0,5,,,
2016-01-15,Close Grip Barbell Bench Press,Triceps,100.0,2,,,
2016-01-15,Close Grip Barbell Bench Press,Triceps,100.0,3,,,
2016-01-15,Close Grip Barbell Bench Press,Triceps,100.0,2,,,
2016-01-15,Dumbbell Lunge,Legs,40.0,5,,,
2016-01-15,Dumbbell Lunge,Legs,60.0,5,,,
2016-01-15,Dumbbell Lunge,Legs,80.0,5,,,
2016-01-15,Rope Push Down,Triceps,35.0,8,,,
2016-01-15,Rope Push Down,Triceps,50.0,8,,,
2016-01-15,Rope Push Down,Triceps,65.0,7,,,
2016-01-18,Deadlift,Back,50.0,5,,,
2016-01-18,Deadlift,Back,100.0,5,,,
2016-01-18,Deadlift,Back,140.0,5,,,
2016-01-18,Deadlift,Back,190.0,5,,,
2016-01-18,Deadlift,Back,210.0,4,,,
2016-01-18,Deadlift,Back,210.0,3,,,
2016-01-18,Deadlift,Back,180.0,3,,,
2016-01-18,Barbell Row,Back,0.0,10,,,
2016-01-18,Barbell Row,Back,40.0,7,,,
2016-01-18,Barbell Row,Back,70.0,7,,,
2016-01-18,Barbell Row,Back,90.0,6,,,
2016-01-18,Pull Up,Back,0.0,8,,,
2016-01-18,Barbell Row,Back,90.0,4,,,
2016-01-18,Pull Up,Back,0.0,7,,,
2016-01-18,Barbell Row,Back,90.0,3,,,
2016-01-20,Barbell Curl,Biceps,30.0,7,,,
2016-01-20,Flat Barbell Bench Press,Chest,50.0,10,,,
2016-01-20,Barbell Curl,Biceps,50.0,7,,,
2016-01-20,Flat Barbell Bench Press,Chest,90.0,7,,,
2016-01-20,Barbell Curl,Biceps,60.0,6,,,
2016-01-20,Flat Barbell Bench Press,Chest,100.0,5,,,
2016-01-20,Barbell Curl,Biceps,70.0,5,,,
2016-01-20,Flat Barbell Bench Press,Chest,110.0,4,,,
2016-01-20,Flat Barbell Bench Press,Chest,110.0,4,,,
2016-01-20,Barbell Curl,Biceps,75.0,4,,,
2016-01-20,Flat Barbell Bench Press,Chest,100.0,3,,,
2016-01-20,Barbell Curl,Biceps,80.0,1,,,
2016-01-20,Flat Barbell Bench Press,Chest,110.0,1,,,
2016-01-20,Dumbbell Hammer Curl,Biceps,70.0,3,,,
2016-01-20,Cable Crossover,Chest,35.0,10,,,
2016-01-20,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2016-01-20,Cable Crossover,Chest,50.0,10,,,
2016-01-20,Dumbbell Hammer Curl,Biceps,70.0,3,,,
2016-01-20,Cable Crossover,Chest,60.0,8,,,
2016-01-20,Dumbbell Hammer Curl,Biceps,60.0,5,,,
2016-01-20,Cable Crossover,Chest,70.0,4,,,
2016-01-20,Dumbbell Hammer Curl,Biceps,60.0,4,,,
2016-01-22,Goblet Squat,Legs,8.0,10,,,
2016-01-22,Barbell Squat,Legs,0.0,5,,,
2016-01-22,Barbell Squat,Legs,50.0,5,,,
2016-01-22,Barbell Squat,Legs,90.0,5,,,
2016-01-22,Close Grip Barbell Bench Press,Triceps,0.0,10,,,
2016-01-22,Barbell Squat,Legs,140.0,4,,,
2016-01-22,Rope Push Down,Triceps,35.0,8,,,
2016-01-22,Barbell Squat,Legs,140.0,4,,,
2016-01-22,Rope Push Down,Triceps,50.0,8,,,
2016-01-22,Barbell Squat,Legs,140.0,3,,,
2016-01-22,Rope Push Down,Triceps,65.0,8,,,
2016-01-22,Barbell Squat,Legs,90.0,5,,,
2016-01-22,Rope Push Down,Triceps,72.5,5,,,
2016-01-22,Dumbbell Lunge,Legs,60.0,5,,,
2016-01-22,Dumbbell Lunge,Legs,80.0,5,,,
2016-01-22,Close Grip Barbell Bench Press,Triceps,50.0,8,,,
2016-01-22,Dumbbell Lunge,Legs,100.0,5,,,
2016-01-22,Close Grip Barbell Bench Press,Triceps,90.0,5,,,
2016-01-23,Hanging Leg Raise,Abs,0.0,15,,,
2016-01-23,Hanging Leg Raise,Abs,0.0,15,,,
2016-01-23,Hanging Leg Raise,Abs,0.0,15,,,
2016-01-23,Overhead Press,Shoulders,0.0,5,,,
2016-01-23,Side Dip,Abs,20.0,8,,,
2016-01-23,Overhead Press,Shoulders,40.0,5,,,
2016-01-23,Side Dip,Abs,30.0,8,,,
2016-01-23,Overhead Press,Shoulders,50.0,6,,,
2016-01-23,Overhead Press,Shoulders,70.0,2,,,
2016-01-23,Side Dip,Abs,40.0,8,,,
2016-01-23,Side Dip,Abs,50.0,8,,,
2016-01-23,Overhead Press,Shoulders,70.0,3,,,
2016-01-23,Side Dip,Abs,60.0,5,,,
2016-01-23,Overhead Press,Shoulders,70.0,2,,,
2016-01-23,Decline Crunch,Abs,25.0,15,,,
2016-01-23,Overhead Dumbbell Press,Shoulders,25.0,8,,,
2016-01-23,Decline Crunch,Abs,25.0,15,,,
2016-01-23,Overhead Dumbbell Press,Shoulders,30.0,5,,,
2016-01-23,Decline Crunch,Abs,25.0,15,,,
2016-01-23,Overhead Dumbbell Press,Shoulders,35.0,5,,,
2016-01-23,Overhead Dumbbell Press,Shoulders,40.0,5,,,
2016-01-23,Overhead Dumbbell Press,Shoulders,45.0,5,,,
2016-01-23,Overhead Dumbbell Press,Shoulders,50.0,3,,,
2016-01-25,Deadlift,Back,30.0,5,,,
2016-01-25,Deadlift,Back,90.0,5,,,
2016-01-25,Deadlift,Back,140.0,5,,,
2016-01-25,Deadlift,Back,180.0,4,,,
2016-01-25,Deadlift,Back,230.0,1,,,
2016-01-25,Deadlift,Back,200.0,1,,,
2016-01-25,Pull Up,Back,0.0,8,,,
2016-01-25,Deadlift,Back,90.0,4,,,
2016-01-25,Barbell Row,Back,30.0,10,,,
2016-01-25,Barbell Row,Back,50.0,10,,,
2016-01-25,Barbell Row,Back,0.0,10,,,
2016-01-25,Barbell Row,Back,70.0,10,,,
2016-01-25,Barbell Row,Back,90.0,10,,,
2016-01-25,Barbell Row,Back,100.0,10,,,
2016-01-27,Flat Barbell Bench Press,Chest,0.0,10,,,
2016-01-27,Flat Barbell Bench Press,Chest,50.0,10,,,
2016-01-27,Flat Barbell Bench Press,Chest,90.0,7,,,
2016-01-27,Barbell Curl,Biceps,40.0,8,,,
2016-01-27,Flat Barbell Bench Press,Chest,110.0,5,,,
2016-01-27,Flat Barbell Bench Press,Chest,110.0,3,,,
2016-01-27,Barbell Curl,Biceps,50.0,7,,,
2016-01-27,Flat Barbell Bench Press,Chest,130.0,2,,,
2016-01-27,Barbell Curl,Biceps,55.0,7,,,
2016-01-27,Cable Crossover,Chest,40.0,8,,,
2016-01-27,Barbell Curl,Biceps,65.0,5,,,
2016-01-27,Cable Crossover,Chest,50.0,8,,,
2016-01-27,Barbell Curl,Biceps,75.0,3,,,
2016-01-27,Cable Crossover,Chest,60.0,8,,,
2016-01-27,Barbell Curl,Biceps,75.0,3,,,
2016-01-27,Cable Crossover,Chest,70.0,5,,,
2016-01-27,Dumbbell Hammer Curl,Biceps,80.0,1,,,
2016-01-27,Cable Crossover,Chest,70.0,5,,,
2016-01-27,Dumbbell Hammer Curl,Biceps,70.0,3,,,
2016-01-27,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2016-01-27,Dumbbell Hammer Curl,Biceps,80.0,3,,,
2016-01-27,Dumbbell Hammer Curl,Biceps,80.0,2,,,
2016-01-27,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2016-01-29,Barbell Squat,Legs,0.0,5,,,
2016-01-29,Barbell Squat,Legs,50.0,5,,,
2016-01-29,Barbell Squat,Legs,90.0,5,,,
2016-01-29,Barbell Squat,Legs,140.0,5,,,
2016-01-29,Close Grip Barbell Bench Press,Triceps,20.0,10,,,
2016-01-29,Barbell Squat,Legs,160.0,3,,,
2016-01-29,Close Grip Barbell Bench Press,Triceps,50.0,10,,,
2016-01-29,Barbell Squat,Legs,180.0,1,,,
2016-01-29,Close Grip Barbell Bench Press,Triceps,90.0,5,,,
2016-01-29,Dumbbell Lunge,Legs,60.0,5,,,
2016-01-29,Dumbbell Lunge,Legs,80.0,5,,,
2016-01-29,Close Grip Barbell Bench Press,Triceps,100.0,5,,,
2016-01-29,Close Grip Barbell Bench Press,Triceps,105.0,3,,,
2016-01-29,Dumbbell Lunge,Legs,100.0,5,,,
2016-01-29,Close Grip Barbell Bench Press,Triceps,105.0,3,,,
2016-01-29,EZ-Bar Skullcrusher,Triceps,55.0,10,,,
2016-01-29,EZ-Bar Skullcrusher,Triceps,65.0,10,,,
2016-01-30,Decline Crunch,Abs,25.0,15,,,
2016-01-30,Overhead Dumbbell Press,Shoulders,25.0,8,,,
2016-01-30,Decline Crunch,Abs,25.0,15,,,
2016-01-30,Overhead Dumbbell Press,Shoulders,30.0,8,,,
2016-01-30,Overhead Dumbbell Press,Shoulders,35.0,8,,,
2016-01-30,Decline Crunch,Abs,25.0,15,,,
2016-01-30,Hanging Leg Raise,Abs,0.0,15,,,
2016-01-30,Overhead Dumbbell Press,Shoulders,45.0,6,,,
2016-01-30,Hanging Leg Raise,Abs,0.0,15,,,
2016-01-30,Overhead Dumbbell Press,Shoulders,55.0,2,,,
2016-01-30,Side Dip,Abs,45.0,8,,,
2016-01-30,Side Dip,Abs,50.0,8,,,
2016-01-30,Overhead Press,Shoulders,0.0,10,,,
2016-01-30,Overhead Press,Shoulders,50.0,6,,,
2016-01-30,Hanging Leg Raise,Abs,0.0,15,,,
2016-01-30,Side Dip,Abs,60.0,8,,,
2016-01-30,Overhead Press,Shoulders,70.0,2,,,
2016-01-30,Overhead Press,Shoulders,50.0,3,,,
2016-02-01,Deadlift,Back,0.0,7,,,
2016-02-01,Deadlift,Back,50.0,5,,,
2016-02-01,Deadlift,Back,90.0,5,,,
2016-02-01,Deadlift,Back,140.0,5,,,
2016-02-01,Deadlift,Back,180.0,3,,,
2016-02-01,Deadlift,Back,230.0,2,,,
2016-02-01,Deadlift,Back,180.0,1,,,
2016-02-01,Barbell Row,Back,0.0,10,,,
2016-02-01,Barbell Row,Back,40.0,10,,,
2016-02-01,Barbell Row,Back,70.0,10,,,
2016-02-01,Barbell Row,Back,90.0,6,,,
2016-02-01,Barbell Row,Back,110.0,2,,,
2016-02-01,Pull Up,Back,0.0,8,,,
2016-02-01,Pull Up,Back,0.0,5,,,
2016-02-03,Flat Barbell Bench Press,Chest,40.0,10,,,
2016-02-03,Barbell Curl,Biceps,30.0,10,,,
2016-02-03,Flat Barbell Bench Press,Chest,50.0,10,,,
2016-02-03,Barbell Curl,Biceps,40.0,10,,,
2016-02-03,Flat Barbell Bench Press,Chest,90.0,6,,,
2016-02-03,Flat Barbell Bench Press,Chest,110.0,5,,,
2016-02-03,Barbell Curl,Biceps,50.0,5,,,
2016-02-03,Barbell Curl,Biceps,60.0,5,,,
2016-02-03,Flat Barbell Bench Press,Chest,130.0,3,,,
2016-02-03,Flat Barbell Bench Press,Chest,140.0,1,,,
2016-02-03,Barbell Curl,Biceps,70.0,5,,,
2016-02-03,Barbell Curl,Biceps,80.0,3,,,
2016-02-03,Dumbbell Hammer Curl,Biceps,80.0,4,,,
2016-02-03,Dumbbell Hammer Curl,Biceps,80.0,3,,,
2016-02-03,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2016-02-03,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2016-02-03,Dumbbell Hammer Curl,Biceps,60.0,5,,,
2016-02-03,Cable Crossover,Chest,20.0,10,,,
2016-02-03,Cable Crossover,Chest,30.0,8,,,
2016-02-03,Cable Crossover,Chest,35.0,4,,,
2016-02-07,Barbell Squat,Legs,0.0,5,,,
2016-02-07,Barbell Squat,Legs,50.0,5,,,
2016-02-07,Barbell Squat,Legs,90.0,5,,,
2016-02-07,Barbell Squat,Legs,140.0,5,,,
2016-02-07,Barbell Squat,Legs,180.0,2,,,
2016-02-07,Barbell Squat,Legs,180.0,1,,,
2016-02-07,Barbell Squat,Legs,90.0,5,,,
2016-02-07,Close Grip Barbell Bench Press,Triceps,0.0,10,,,
2016-02-07,Close Grip Barbell Bench Press,Triceps,50.0,10,,,
2016-02-07,Close Grip Barbell Bench Press,Triceps,70.0,10,,,
2016-02-07,Close Grip Barbell Bench Press,Triceps,90.0,5,,,
2016-02-07,Close Grip Barbell Bench Press,Triceps,110.0,2,,,
2016-02-07,Close Grip Barbell Bench Press,Triceps,110.0,3,,,
2016-02-07,Close Grip Barbell Bench Press,Triceps,110.0,2,,,
2016-02-07,Barbell Squat,Legs,90.0,5,,,
2016-02-07,EZ-Bar Skullcrusher,Triceps,35.0,10,,,
2016-02-07,Barbell Squat,Legs,140.0,3,,,
2016-02-07,EZ-Bar Skullcrusher,Triceps,45.0,10,,,
2016-02-07,EZ-Bar Skullcrusher,Triceps,55.0,8,,,
2016-02-07,EZ-Bar Skullcrusher,Triceps,65.0,8,,,
2016-02-07,EZ-Bar Skullcrusher,Triceps,75.0,8,,,
2016-02-08,Deadlift,Back,50.0,5,,,
2016-02-08,Deadlift,Back,90.0,5,,,
2016-02-08,Deadlift,Back,140.0,5,,,
2016-02-08,Deadlift,Back,180.0,3,,,
2016-02-08,Deadlift,Back,230.0,3,,,
2016-02-08,Deadlift,Back,180.0,5,,,
2016-02-08,Barbell Row,Back,0.0,5,,,
2016-02-08,Barbell Row,Back,50.0,10,,,
2016-02-08,Pull Up,Back,0.0,5,,,
2016-02-08,Barbell Row,Back,70.0,6,,,
2016-02-08,Barbell Row,Back,90.0,5,,,
2016-02-08,Barbell Row,Back,110.0,2,,,
2016-02-08,Pull Up,Back,0.0,7,,,
2016-02-08,Pull Up,Back,0.0,5,,,
2016-02-10,Flat Barbell Bench Press,Chest,0.0,10,,,
2016-02-10,Flat Barbell Bench Press,Chest,50.0,6,,,
2016-02-10,Flat Barbell Bench Press,Chest,90.0,6,,,
2016-02-10,Flat Barbell Bench Press,Chest,110.0,5,,,
2016-02-10,Barbell Curl,Biceps,30.0,10,,,
2016-02-10,Flat Barbell Bench Press,Chest,130.0,3,,,
2016-02-10,Barbell Curl,Biceps,40.0,6,,,
2016-02-10,Flat Barbell Bench Press,Chest,140.0,1,,,
2016-02-10,Barbell Curl,Biceps,50.0,6,,,
2016-02-10,Flat Barbell Bench Press,Chest,90.0,5,,,
2016-02-10,Barbell Curl,Biceps,60.0,5,,,
2016-02-10,Cable Crossover,Chest,40.0,10,,,
2016-02-10,Barbell Curl,Biceps,70.0,5,,,
2016-02-10,Cable Crossover,Chest,50.0,10,,,
2016-02-10,Barbell Curl,Biceps,80.0,3,,,
2016-02-10,Cable Crossover,Chest,60.0,10,,,
2016-02-10,Dumbbell Hammer Curl,Biceps,80.0,2,,,
2016-02-10,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2016-02-10,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2016-02-10,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2016-02-10,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2016-02-12,Barbell Squat,Legs,0.0,5,,,
2016-02-12,Barbell Squat,Legs,50.0,6,,,
2016-02-12,Barbell Squat,Legs,90.0,5,,,
2016-02-12,Barbell Squat,Legs,140.0,5,,,
2016-02-12,Close Grip Barbell Bench Press,Triceps,0.0,10,,,
2016-02-12,Barbell Squat,Legs,180.0,1,,,
2016-02-12,Barbell Squat,Legs,90.0,5,,,
2016-02-12,Close Grip Barbell Bench Press,Triceps,50.0,6,,,
2016-02-12,Close Grip Barbell Bench Press,Triceps,70.0,6,,,
2016-02-12,Goblet Squat,Legs,35.0,10,,,
2016-02-12,Close Grip Barbell Bench Press,Triceps,90.0,5,,,
2016-02-12,Goblet Squat,Legs,35.0,10,,,
2016-02-12,Close Grip Barbell Bench Press,Triceps,110.0,2,,,
2016-02-12,Goblet Squat,Legs,35.0,10,,,
2016-02-12,Close Grip Barbell Bench Press,Triceps,110.0,3,,,
2016-02-12,Barbell Squat,Legs,50.0,5,,,
2016-02-12,Close Grip Barbell Bench Press,Triceps,110.0,2,,,
2016-02-12,EZ-Bar Skullcrusher,Triceps,35.0,8,,,
2016-02-12,Leg Press,Legs,0.0,10,,,
2016-02-12,Leg Press,Legs,90.0,10,,,
2016-02-12,Leg Press,Legs,180.0,10,,,
2016-02-12,EZ-Bar Skullcrusher,Triceps,45.0,8,,,
2016-02-12,EZ-Bar Skullcrusher,Triceps,55.0,8,,,
2016-02-12,EZ-Bar Skullcrusher,Triceps,65.0,8,,,
2016-02-12,EZ-Bar Skullcrusher,Triceps,75.0,7,,,
2016-02-22,Deadlift,Back,0.0,5,,,
2016-02-22,Deadlift,Back,20.0,5,,,
2016-02-22,Deadlift,Back,90.0,5,,,
2016-02-22,Deadlift,Back,140.0,5,,,
2016-02-22,Deadlift,Back,180.0,5,,,
2016-02-22,Deadlift,Back,230.0,1,,,
2016-02-22,Deadlift,Back,180.0,2,,,
2016-02-22,Barbell Row,Back,0.0,5,,,
2016-02-22,Barbell Row,Back,40.0,10,,,
2016-02-22,Barbell Row,Back,50.0,7,,,
2016-02-22,Barbell Row,Back,70.0,7,,,
2016-02-22,Barbell Row,Back,90.0,8,,,
2016-02-22,Pull Up,Back,0.0,7,,,
2016-02-22,Pull Up,Back,0.0,5,,,
2016-02-22,Pull Up,Back,0.0,5,,,
2016-02-24,Flat Barbell Bench Press,Chest,0.0,10,,,
2016-02-24,Flat Barbell Bench Press,Chest,50.0,10,,,
2016-02-24,Flat Barbell Bench Press,Chest,50.0,10,,,
2016-02-24,Flat Barbell Bench Press,Chest,90.0,5,,,
2016-02-24,Flat Barbell Bench Press,Chest,110.0,5,,,
2016-02-24,Barbell Curl,Biceps,40.0,8,,,
2016-02-24,Cable Crossover,Chest,40.0,8,,,
2016-02-24,Cable Crossover,Chest,40.0,8,,,
2016-02-24,Barbell Curl,Biceps,50.0,8,,,
2016-02-24,Barbell Curl,Biceps,60.0,6,,,
2016-02-24,Cable Crossover,Chest,50.0,8,,,
2016-02-24,Barbell Curl,Biceps,70.0,5,,,
2016-02-24,Cable Crossover,Chest,60.0,10,,,
2016-02-24,Barbell Curl,Biceps,75.0,4,,,
2016-02-24,Cable Crossover,Chest,70.0,4,,,
2016-02-24,Barbell Curl,Biceps,80.0,1,,,
2016-02-24,Cable Crossover,Chest,70.0,5,,,
2016-02-24,Dumbbell Hammer Curl,Biceps,80.0,2,,,
2016-02-24,Dumbbell Hammer Curl,Biceps,70.0,5,,,
2016-02-24,Dumbbell Hammer Curl,Biceps,70.0,3,,,
2016-02-24,Dumbbell Hammer Curl,Biceps,60.0,5,,,
2016-02-24,Dumbbell Hammer Curl,Biceps,60.0,5,,,
2016-02-26,Barbell Squat,Legs,0.0,5,,,
2016-02-26,Barbell Squat,Legs,50.0,5,,,
2016-02-26,Barbell Squat,Legs,90.0,5,,,
2016-02-26,Barbell Squat,Legs,140.0,5,,,
2016-02-26,Barbell Squat,Legs,180.0,4,,,
2016-02-26,Barbell Squat,Legs,200.0,1,,,
2016-02-26,EZ-Bar Skullcrusher,Triceps,35.0,10,,,
2016-02-26,EZ-Bar Skullcrusher,Triceps,45.0,10,,,
2016-02-26,EZ-Bar Skullcrusher,Triceps,55.0,10,,,
2016-02-26,EZ-Bar Skullcrusher,Triceps,65.0,8,,,
2016-02-26,EZ-Bar Skullcrusher,Triceps,75.0,5,,,
2016-02-26,EZ-Bar Skullcrusher,Triceps,85.0,3,,,
2016-02-26,Close Grip Barbell Bench Press,Triceps,70.0,5,,,
2016-02-26,Close Grip Barbell Bench Press,Triceps,90.0,5,,,
2016-02-26,Close Grip Barbell Bench Press,Triceps,110.0,1,,,
2016-02-28,Overhead Dumbbell Press,Shoulders,20.0,8,,,
2016-02-28,Overhead Dumbbell Press,Shoulders,22.5,8,,,
2016-02-28,Overhead Dumbbell Press,Shoulders,30.0,8,,,
2016-02-28,Overhead Dumbbell Press,Shoulders,35.0,8,,,
2016-02-28,Overhead Dumbbell Press,Shoulders,40.0,8,,,
2016-02-28,Overhead Dumbbell Press,Shoulders,45.0,7,,,
2016-02-28,Overhead Dumbbell Press,Shoulders,50.0,3,,,
2016-02-28,Overhead Press,Shoulders,0.0,5,,,
2016-02-28,Overhead Press,Shoulders,50.0,5,,,
2016-02-28,Overhead Press,Shoulders,50.0,4,,,
2016-02-28,Overhead Press,Shoulders,50.0,4,,,
2016-02-28,Overhead Press,Shoulders,50.0,3,,,
2016-02-28,Side Dip,Abs,35.0,8,,,
2016-02-28,Side Dip,Abs,40.0,8,,,
2016-02-28,Side Dip,Abs,55.0,8,,,
2016-02-28,Side Dip,Abs,60.0,8,,,
2016-02-28,Decline Crunch,Abs,0.0,20,,,
2016-02-28,Decline Crunch,Abs,0.0,15,,,
2016-02-29,Deadlift,Back,0.0,5,,,
2016-02-29,Deadlift,Back,20.0,5,,,
2016-02-29,Deadlift,Back,70.0,5,,,
2016-02-29,Deadlift,Back,110.0,5,,,
2016-02-29,Deadlift,Back,160.0,5,,,
2016-02-29,Deadlift,Back,200.0,4,,,
2016-02-29,Deadlift,Back,220.0,1,,,
2016-02-29,Deadlift,Back,220.0,1,,,
2016-02-29,Deadlift,Back,200.0,1,,,
2016-02-29,Barbell Row,Back,0.0,5,,,
2016-02-29,Barbell Row,Back,20.0,10,,,
2016-02-29,Barbell Row,Back,50.0,7,,,
2016-02-29,Barbell Row,Back,70.0,7,,,
2016-02-29,Barbell Row,Back,90.0,7,,,
2016-02-29,Barbell Row,Back,90.0,6,,,
2016-02-29,Barbell Row,Back,100.0,4,,,
2016-02-29,Pull Up,Back,0.0,6,,,
2016-02-29,Pull Up,Back,0.0,6,,,
2016-02-29,Pull Up,Back,0.0,4,,,
2016-03-02,Flat Barbell Bench Press,Chest,0.0,7,,,
2016-03-02,Flat Barbell Bench Press,Chest,70.0,8,,,
2016-03-02,Barbell Curl,Biceps,35.0,8,,,
